En el hogar,table,téibol,mesa
En el hogar,chair,cher,silla
En el hogar,bed,bed,cama
En el hogar,window,uín-dou,ventana
En el hogar,door,dor,puerta
En el hogar,lamp,lamp,lámpara
En el hogar,sofa,sóufa,sofá
En el hogar,kitchen,kíchin,cocina
En el hogar,bathroom,báz-rum,baño
En el hogar,mirror,míror,espejo
En el hogar,floor,flor,piso/suelo
En el hogar,ceiling,sí-ling,techo
En el hogar,wall,uol,pared
En el hogar,fridge,fridg,refrigerador
En el hogar,oven,óven,horno
En el hogar,sink,sink,fregadero
En el hogar,towel,tá-uel,toalla
En el hogar,pillow,pí-lou,almohada
En el hogar,blanket,blán-ket,manta
En el hogar,drawer,drór,cajón
En la ciudad,street,strit,calle
En la ciudad,building,bíl-ding,edificio
En la ciudad,traffic,trá-fik,tráfico
En la ciudad,light,lait,luz/semáforo
En la ciudad,crosswalk,krós-uok,paso de peatones
En la ciudad,sidewalk,sáid-uok,acera
En la ciudad,park,park,parque
En la ciudad,car,kar,coche
En la ciudad,bus,bos,autobús
En la ciudad,train,trein,tren
En la ciudad,subway,sáb-uei,metro
En la ciudad,taxi,ták-si,taxi
En la ciudad,corner,kór-ner,esquina
En la ciudad,shop,shop,tienda
En la ciudad,mall,mol,centro comercial
En la ciudad,school,skul,escuela
En la ciudad,hospital,hós-pi-tal,hospital
En la ciudad,station,stéi-shon,estación
En la ciudad,bridge,bridg,puente
En la ciudad,square,skuér,plaza
Naturaleza,tree,tri,árbol
Naturaleza,river,rí-ver,río
Naturaleza,mountain,máun-ten,montaña
Naturaleza,lake,leik,lago
Naturaleza,sea,sii,mar
Naturaleza,forest,fó-rest,bosque
Naturaleza,hill,jil,colina
Naturaleza,beach,bich,playa
Naturaleza,rock,rok,roca
Naturaleza,sand,sand,arena
Naturaleza,cloud,claud,nube
Naturaleza,rain,rein,lluvia
Naturaleza,sun,son,sol
Naturaleza,moon,mun,luna
Naturaleza,star,star,estrella
Naturaleza,wind,uuind,viento
Naturaleza,snow,snou,nieve
Naturaleza,storm,storm,tormenta
Naturaleza,leaf,lif,hoja
Naturaleza,flower,flá-uer,flor
Escuela / trabajo,book,buk,libro
Escuela / trabajo,notebook,nóut-buk,cuaderno
Escuela / trabajo,pencil,pén-sil,lápiz
Escuela / trabajo,pen,pen,bolígrafo
Escuela / trabajo,eraser,i-réi-ser,borrador
Escuela / trabajo,paper,péi-per,papel
Escuela / trabajo,folder,fól-der,carpeta
Escuela / trabajo,desk,desk,escritorio
Escuela / trabajo,computer,kom-piú-ter,computadora
Escuela / trabajo,screen,skrin,pantalla
Escuela / trabajo,keyboard,kí-bord,teclado
Escuela / trabajo,mouse,maus,ratón
Escuela / trabajo,printer,prín-ter,impresora
